file,emotion,text,speaker
Ses02F_impro08_F024,neu,and a there will also be a shuttle waiting for you to take you to the appropriate hotel.,Ses02F
Ses02F_impro08_F025,neu,yeah--i completely understand. it's a difficult process sometimes and we want to make traveling as easy as possible.,Ses02F
Ses02F_impro08_F026,neu,absolutely. thank you so much for calling and we hope that you will come to us again.,Ses02F
Ses02F_impro08_F027,neu,thank you.,Ses02F
Ses02F_impro08_M003,neu,okay.,Ses02M
Ses02F_impro08_M005,neu,you- you can do that--you can do that now? i don't have to get like transferred through or anything like that.,Ses02M
Ses02F_impro08_M006,neu,[breathing] that's good.,Ses02M
Ses02F_impro08_M007,neu,"all right. i want to make sure it's like a nice hotel--i mean-mean i'm gonna be paying a lot of money for this so i don't wanna-i don't wanna, you know, i don't wanna to be a waste of time.",Ses02M
Ses02F_impro08_M008,neu,okay. so--,Ses02M
Ses02F_impro08_M009,neu,"well, you know, we wanted to--we wanted to go to maui and--that was a",Ses02M
Ses02F_impro08_M010,neu,"--you know, the kids wanna go to the beach and stuff and so--um",Ses02M
Ses02F_impro08_M011,neu,"well, it's gonna be four of them.",Ses02M
Ses02F_impro08_M012,neu,all right. and can they like all get together?,Ses02M
Ses02F_impro08_M013,neu,"um- you know, window is nice. i guess",Ses02M
Ses02F_impro08_M015,neu,"uh, well, yeah, i think we were just--you know, whenever best available, i guess. you know--",Ses02M
Ses02F_impro08_M016,neu,"and, like, there's there's shuttles or something that i can get to the hotel.",Ses02M
Ses02F_impro08_M018,neu,all right. so we're confirmed then or do you--all right.,Ses02M
Ses02F_impro08_M019,neu,okay.,Ses02M
Ses02F_script01_1_F004,sad,did you talk to him?,Ses02F
Ses02F_script01_1_F005,sad,he cried hard?,Ses02F
Ses02F_script01_1_F006,sad,what was he doing out here at that hour?,Ses02F
Ses02F_script01_1_F017,sad,"i've got an idea, but what's the story?",Ses02F
Ses02F_script01_1_F018,neu,"well, that's only your business, chris.",Ses02F
Ses02F_script01_1_F019,ang,what do you want me to do? you're old enough to know your own mind.,Ses02F
Ses02F_script01_1_F021,neu,i'm just saying that--,Ses02F
Ses02F_script01_1_F025,neu,you're a considerate fellow. there's nothing wrong with that.,Ses02F
Ses02F_script01_1_F026,neu,[breathing] have you asked annie yet?,Ses02F
Ses02F_script01_1_F027,neu,"well, how do you know she'll marry you? maybe she feels the same way your father does.",Ses02F
Ses02F_script01_1_F028,sad,"trouble is, you don't see enough women.",Ses02F
Ses02F_script01_1_F036,ang,are you crazy?,Ses02F
Ses02F_script01_1_F037,ang,what about the business? what the hell is this?,Ses02F
Ses02F_script01_1_F038,ang,must you be inspired?,Ses02F
Ses02F_script01_1_F040,ang,"well, you don't want to think like that.",Ses02F
Ses02F_script01_1_F044,sad,i can see that.,Ses02F
Ses02F_script01_1_M011,ang,why shouldn't he dream of him and walk the nights waiting for him? do we contradict him? do we say straight out that we don't have any hope anymore? that we haven't had hope for years now?,Ses02M
Ses02F_script01_1_M013,ang,"for god sakes, it's been three years. nobody comes back after three years. it's insane.",Ses02M
Ses02F_script01_1_M017,neu,i'm gonna ask her to marry me.,Ses02M
Ses02F_script01_1_M021,ang,"well, then it isn't just my business--",Ses02M
Ses02F_script01_1_M023,ang,she's not larry's girl.,Ses02M
Ses02F_script01_1_M025,ang,to hell with that.,Ses02M
Ses02F_script01_1_M027,sad,"well, if she does, then that's the end of it. but from her letters, i think she's forgotten him. i'll find out. and then we'll thrash it out with dad, right? mom, don't avoid me.",Ses02M
Ses02F_script01_1_M029,neu,because it is.,Ses02M
Ses02F_script01_1_M036,ang,i've been a good son too long. a good sucker. i'm through with it.,Ses02M
Ses02F_script01_1_M037,ang,the business? the business doesn't inspire me.,Ses02M
Ses02F_script01_1_M038,ang,"yes. i like it an hour a day. if i'm gonna grub for my money all day long, at least in the evening i want it beautiful.",Ses02M
Ses02F_script01_1_M040,neu,"yes, on this i would.",Ses02M
Ses02F_script01_1_M043,neu,i am thinkin' that way.,Ses02M
Ses02F_script01_1_M044,neu,"no, you don't. i'm a pretty tough guy.",Ses02M
Ses02F_script01_2_F005,ang,it's got that all about it.,Ses02F
Ses02F_script01_2_F012,ang,"because if he's not coming back, i'll kill myself. i mean, laugh--laugh at me, but...",Ses02F
Ses02F_script01_2_F013,ang,but why did that happen the very night she came here? she sleeps in his room and his memorial breaks to pieces. just look. look at it.,Ses02F
Ses02F_script01_2_M001,neu,"well, maybe he just wanted to see her again.",Ses02M
Ses02F_script01_2_M002,neu,what do you mean? he lived next door to the girl all his life. why wouldn't he want to see her again?,Ses02M
Ses02F_script01_2_M004,neu,how do you know he's even thinking of it?,Ses02M
Ses02F_script01_2_M005,neu,"well, so what?",Ses02M
Ses02F_script01_2_M006,neu,"now, listen kate.",Ses02M
Ses02F_script01_2_M007,neu,you can't read her mind.,Ses02M
Ses02F_script01_2_M008,neu,how do you know why she's waited?,Ses02M
Ses02F_script01_2_M016,ang,what does that mean? me above all?,Ses02M
Ses02F_script01_2_M017,ang,look at you. look at you shaking.,Ses02M
Ses02F_script01_2_M018,ang,what have i got to hide? what the hell is the matter with you kate?,Ses02M
Ses02F_script01_3_F009,sad,"from her point of view, why else would i come?",Ses02F
Ses02F_script01_3_F012,hap,i almost got married two years ago.,Ses02F
Ses02F_script01_3_F013,hap,you started to write me and--,Ses02F
Ses02F_script01_3_F014,hap,every day since.,Ses02F
Ses02F_script01_3_F016,hap,i will never forgive you. why did you wait all these years? all i did was sit and wonder if i was crazy for thinking of you.,Ses02F
Ses02F_script01_3_F020,sad,"then, what's wrong? i mean, even in your letters there was some--something ashamed.",Ses02F
Ses02F_script01_3_F021,sad,you've gotta tell me.,Ses02F
Ses02F_script01_3_F022,sad,it wouldn't work this way.,Ses02F
Ses02F_script01_3_F023,sad,"yeah, sure.",Ses02F
Ses02F_script01_3_F024,sad,how many?,Ses02F
Ses02F_script01_3_F025,sad,"oh, gee.",Ses02F
Ses02F_script01_3_F026,sad,you still feel that way?,Ses02F
Ses02F_script01_3_F029,hap,what'll i do with a fortune?,Ses02F
Ses02F_script01_3_M001,neu,you're not sorry you came?,Ses02M
Ses02F_script01_3_M010,hap,"you feel it's wrong here, don't you? this yard, this chair. i want you to be ready for me. i don't want to have to win you away from anything.",Ses02M
Ses02F_script01_3_M020,sad,no. nothing like that.,Ses02M
Ses02F_script01_3_M021,sad,"yeah, i suppose i have been. but it's going from me.",Ses02M
Ses02F_script01_3_M022,sad,i don't know how to start.,Ses02M
Ses02F_script01_3_M023,sad,"it's all mixed up with so many other things. you remember overseas, i was in command of a company?",Ses02M
Ses02F_script01_3_M024,sad,"well, i lost them.",Ses02M
Ses02F_script01_3_M025,sad,just about all.,Ses02M
Ses02F_script01_3_M026,sad,it takes some time for a guy to toss that off. 'cause they weren't just men.,Ses02M
Ses02F_script01_3_M027,sad,"for instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks. i put them in pocket. it's only a little thing, but that's the kind of guys i had.",Ses02M
Ses02F_script01_3_M028,sad,"they didn't die, they killed themselves for each other. i mean that exactly. a little more selfish and they'd have been here today.",Ses02M
Ses02F_script01_3_M029,sad,"i got this idea watching them go down. everything was being destroyed, see, but it seemed that there was one new thing being made. a sort of responsibility. man for man.",Ses02M
Ses02F_script01_3_M030,sad,"you know what i mean? to show that, to bring that onto the earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",Ses02M
Ses02F_script01_3_M031,sad,then i came back and it was incredible. there was no meaning in it here. the whole thing to them seemed like sort of a bus accident. i went to work with dad and that rat race again.,Ses02M
Ses02F_script01_3_M032,sad,"and i felt what you said, ashamed somehow 'cause nobody was changed at all. it seemed to make suckers out of a lot of guys. i felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",Ses02M
Ses02F_script01_3_M033,sad,"i mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man. you've gotta be a little better because of it.",Ses02M
Ses02F_script01_3_M034,sad,because otherwise all you have is really loot and there's blood on it. and i didn't want to take any of it. and i guess that included you.,Ses02M
Ses02F_script02_1_F001,neu,what flashlight?,Ses02F
Ses02F_script02_1_F005,neu,yeah.,Ses02F
Ses02F_script02_1_F019,neu,we didn't see them the first time either.,Ses02F
Ses02F_script02_1_F021,neu,about what?,Ses02F
Ses02F_script02_1_M000,hap,what time is it? they're supposed to run around midnight.,Ses02M
Ses02F_script02_1_M001,hap,"this is great, isn't it? look at the night we've got here, couldn't be better.",Ses02M
Ses02F_script02_1_M002,hap,"i would have liked to have gone a little further up the coast to get away from the lights and the people, but i was afraid we'd miss it.",Ses02M
Ses02F_script02_1_M003,hap,how you doing?,Ses02M
Ses02F_script02_1_M004,hap,is that--no--is that just foam? i can't even tell.,Ses02M
Ses02F_script02_1_M005,hap,"well, i guess we can tell, it probably isn't right? probably be unmistakable don't you think?",Ses02M
Ses02F_script02_1_M006,hap,"how you doing? aw, you know what i forgot? i forgot to bring my flashlight. oh, how could i be so stupid? i should've brought my flashlight.",Ses02M
Ses02F_script02_1_M009,neu,"oh, well sure.",Ses02M
Ses02F_script02_1_M010,neu,"right, of course. our flashlight. mine and yours. i mean, me flashlight is su flashlight naturally.",Ses02M
Ses02F_script02_1_M012,neu,"i wonder, do they always run during a full moon? i can't remember if it was full last year. do you remember?",Ses02M
Ses02F_script02_1_M013,neu,"you cold? do you want my jacket? oh, we should've brought the blanket. our blanket.",Ses02M
Ses02F_script02_1_M014,hap,"this is great, isn't it? a six pack would be just the ticket right now.",Ses02M
Ses02F_script02_1_M015,hap,i can't believe i forgot. i'm like a kid. it's amazing i got out of the house with my fly zipped.,Ses02M
Ses02F_script02_1_M016,hap,you think they can hear us talk? or feel the vibrations in the sand when we move around?,Ses02M
Ses02F_script02_1_M017,neu,do you want my jacket?,Ses02M
Ses02F_script02_1_M019,neu,right.,Ses02M
Ses02F_script02_1_M020,neu,that's my point too.,Ses02M
Ses02F_script02_1_M021,neu,no. no. that's not my point. the point is there's no point in coming down if we just leave. don't you want to see it?,Ses02M
Ses02F_script02_1_M024,hap,"think about the people in kansas, they had to get plane tickets and hotel reservations to see this. we live forty minutes away. it's too good to pass up.",Ses02M
Ses02F_script02_1_M025,hap,"yeah, but that moment on the beach, is the highlight of their little lives. all that flopping is laying eggs or what do you--spawning or mating. i mean,",Ses02M
Ses02F_script02_1_M026,hap,this is a big night for these guys. life's last orgy.,Ses02M
Ses02F_script02_1_M028,hap,alright. but it's fish that do something that none of the other fish do. like the swallows returning to capistrano or the lemmings throwing themselves off the cliffs.,Ses02M
Ses02F_script02_1_M031,neu,"i don't get it. the first time we came here, you said it was the best night of your life.",Ses02M
Ses02F_script02_1_M033,neu,we weren't in a good spot.,Ses02M
Ses02F_script02_1_M035,hap,there is that--no that's just seaweed isn't it?,Ses02M
Ses02F_script02_1_M036,hap,"oh man, this is great, isn't it? i wouldn't miss this for anything. here, think about this, all right, i know you're not interested, but think about this.",Ses02M
Ses02F_script02_1_M039,hap,"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the california coast and started swimming. and they're swimming right now as if that's all that matters.",Ses02M
Ses02F_script02_1_M040,hap,it's like single mindedness with no mind. it's urgency that's pure urge. they don't know what drives them. they don't ask it a question or give it a name.,Ses02M
Ses02F_script02_1_M041,hap,"they just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death.",Ses02M
Ses02F_script02_1_M042,hap,"ah, god, i'm giving myself goose bumps. look, all my hairs are popped up.",Ses02M
Ses02F_script02_1_M043,neu,"well, so what do you think?",Ses02M
Ses02F_script02_1_M044,neu,what i was saying.,Ses02M
Ses02F_script02_2_F000,neu,about what?,Ses02F
Ses02F_script02_2_F005,ang,"god damn it, augie, don't ask me that. i hate it when you ask me that. you always ask me that. it's insulting.",Ses02F
Ses02F_script02_2_F006,ang,we just have different ideas of what this evening is supposed to look like.,Ses02F
Ses02F_script02_2_F011,ang,"i mean, i feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up. and the fish won't show up.",Ses02F
Ses02F_script02_2_F015,sad,"do you remember the first time we came to see it? it was about four years ago, right after we got married.",Ses02F
Ses02F_script02_2_F016,sad,"i thought i was pregnant, you had a bottle of champagne, but no glasses. you asked me to dance, so we kicked off our shoes and you popped the cork.",Ses02F
Ses02F_script02_2_F017,sad,"and while we were dancing, you said the softest, most intimate things to me right into my ear so that i could feel them as much as hear them.",Ses02F
